"REC_REF_KEY","BRAND_NAME","MODEL_NUM_1","MOD_J1_AEC","TYPE_LABEL_EN","TYPE_LABEL_FR","AVG_L_PER_CYCLE","PROD_CLASS_LABEL_EN","PROD_CLASS_LABEL_FR","PAYMENT_MECH_LABEL_EN","PAYMENT_MECH_LABEL_FR","CAPACITY","MAX_WASH_TEMP_AVAIL_LABEL_EN","MAX_WASH_TEMP_AVAIL_LABEL_FR","WATER_LEVELS_CONTROL_LABEL_EN","WATER_LEVELS_CONTROL_LABEL_FR","MOD_J1_EF_LIT","WATER_CON_FACTOR","ANNUAL_WATER_CON_L"
10990667,"Kenmore","514*51+",245,"Top-loading standard","Ordinaire à chargement par le haut",119.748,"Household","Résidentiel","-","-",94.29,"No","Non","Adaptive","Adaptif",35.68,1.27,46941.216
10990668,"Kenmore","2233*51+",245,"Top-loading standard","Ordinaire à chargement par le haut",131.623,"Household","Résidentiel","-","-",103.64,"No","Non","Adaptive","Adaptif",35.68,1.27,51596.216
10990669,"Kenmore","2024*51+",245,"Top-loading standard","Ordinaire à chargement par le haut",131.623,"Household","Résidentiel","-","-",103.64,"No","Non","Adaptive","Adaptif",35.68,1.27,51596.216
10990670,"Amana","NTW4755E*+",245,"Top-loading standard","Ordinaire à chargement par le haut",131.623,"Household","Résidentiel","-","-",103.64,"No","Non","Adaptive","Adaptif",35.68,1.27,51596.216
10990671,"Whirlpool","WTW7000D*+",225,"Top-loading standard","Ordinaire à chargement par le haut",111.278,"Household","Résidentiel","-","-",138.75,"No","Non","Adaptive","Adaptif",56.635,0.802,43620.976
10990673,"Whirlpool","WTW7300D*+",225,"Top-loading standard","Ordinaire à chargement par le haut",111.278,"Household","Résidentiel","-","-",138.75,"No","Non","Adaptive","Adaptif",56.635,0.802,43620.976
10990677,"Avanti","TLW30W",450,"Top-loading standard","Ordinaire à chargement par le haut",105.84,"Household","Résidentiel","-","-",84,"No","Non","Manual","Manuel",37,1.26,41489.28
10990678,"Avanti","TLW09W",33,"Top-loading standard","Ordinaire à chargement par le haut",79.355,"Household","Résidentiel","-","-",26.9,"No","Non","Manual","Manuel",52,2.95,31107.16
11819060,"Frigidaire","FFLG4033***",220,"Top-loading standard","Ordinaire à chargement par le haut",63.484,"Household","Résidentiel","-","-",107.6,"No","Non","Adaptive","Adaptif",63.7,0.59,24885.728
11819061,"Frigidaire","FFLG3911***",220,"Top-loading standard","Ordinaire à chargement par le haut",63.484,"Household","Résidentiel","-","-",107.6,"No","Non","Adaptive","Adaptif",63.7,0.59,24885.728
12117895,"Kenmore","2813*41+",259,"Top-loading standard","Ordinaire à chargement par le haut",123.083,"Household","Résidentiel","-","-",153.47,"No","Non","Adaptive","Adaptif",56.635,0.802,48248.536
12117896,"Kenmore","2913*41+",259,"Top-loading standard","Ordinaire à chargement par le haut",123.083,"Household","Résidentiel","-","-",153.47,"No","Non","Adaptive","Adaptif",56.635,0.802,48248.536
12117897,"Kenmore","2613*41+",225,"Top-loading standard","Ordinaire à chargement par le haut",111.278,"Household","Résidentiel","-","-",138.75,"No","Non","Adaptive","Adaptif",56.635,0.802,43620.976
12117898,"Kenmore","2713*41+",225,"Top-loading standard","Ordinaire à chargement par le haut",111.278,"Household","Résidentiel","-","-",138.75,"No","Non","Adaptive","Adaptif",56.635,0.802,43620.976
12117904,"LG","WM3475H*A",120,"Front-loading standard","Ordinaire à chargement frontal",47.546,"Household","Résidentiel","-","-",121.29,"Yes","Oui","Adaptive","Adaptif",76.455,0.392,18638.032
12117905,"LG","WM3175C*",120,"Front-loading standard","Ordinaire à chargement frontal",47.061,"Household","Résidentiel","-","-",121.29,"No","Non","Adaptive","Adaptif",80.703,0.388,18447.912
12163974,"GE","GTW180S*J***",257,"Top-loading standard","Ordinaire à chargement par le haut",113.667,"Household","Résidentiel","-","-",100.59,"No","Non","Manual","Manuel",53.1,1.13,44557.464
12592587,"Samsung","WA40J300*A*",350,"Top-loading standard","Ordinaire à chargement par le haut",133.952,"Household","Résidentiel","-","-",119.6,"No","Non","Adaptive","Adaptif",51.11,1.12,52509.184
12592642,"Fisher & Paykel","WL4027P*",126,"Top-loading standard","Ordinaire à chargement par le haut",56,"Household","Résidentiel","-","-",112,"Yes","Oui","Adaptive","Adaptif",59.62,0.5,21952
12592643,"Fisher & Paykel","WL4027J*",126,"Top-loading standard","Ordinaire à chargement par le haut",56,"Household","Résidentiel","-","-",112,"Yes","Oui","Adaptive","Adaptif",59.62,0.5,21952
12593796,"Whirlpool","YWET4024E*+",621,"Top-loading compact","Compacte à chargement par le haut",83.391,"Household","Résidentiel","-","-",43.32,"No","Non","Adaptive","Adaptif",18.407,1.925,32689.272
12593797,"Kenmore","C268143*51+",621,"Top-loading compact","Compacte à chargement par le haut",83.391,"Household","Résidentiel","-","-",43.32,"No","Non","Adaptive","Adaptif",18.407,1.925,32689.272
12593798,"Whirlpool","YWET4027E*+",1092,"Top-loading standard","Ordinaire à chargement par le haut",91.338,"Household","Résidentiel","-","-",71.92,"No","Non","Adaptive","Adaptif",35.68,1.27,35804.496
12593799,"Whirlpool","WGT4027E*+",1092,"Top-loading standard","Ordinaire à chargement par le haut",91.338,"Household","Résidentiel","-","-",71.92,"No","Non","Adaptive","Adaptif",35.68,1.27,35804.496
12593800,"Amana","NFW5800D*+",145,"Front-loading standard","Ordinaire à chargement frontal",47.35,"Household","Résidentiel","-","-",118.08,"No","Non","Adaptive","Adaptif",90.617,0.401,18561.2
12593801,"Maytag","MVWB755D*+",225,"Top-loading standard","Ordinaire à chargement par le haut",111.278,"Household","Résidentiel","-","-",138.75,"No","Non","Adaptive","Adaptif",56.635,0.802,43620.976
12593802,"Maytag","MVWB835D*+",248,"Top-loading standard","Ordinaire à chargement par le haut",123.083,"Household","Résidentiel","-","-",153.47,"No","Non","Adaptive","Adaptif",56.635,0.802,48248.536
12593803,"Maytag","MVWB855D*+",248,"Top-loading standard","Ordinaire à chargement par le haut",123.083,"Household","Résidentiel","-","-",153.47,"No","Non","Adaptive","Adaptif",56.635,0.802,48248.536
12593804,"Maytag","MVWP475E*+",212,"Top-loading standard","Ordinaire à chargement par le haut",134.493,"Household","Résidentiel","-","-",105.9,"No","Non","Adaptive","Adaptif",35.68,1.27,52721.256
12602018,"Electrolux","EIFLS20****",112,"Front-loading standard","Ordinaire à chargement frontal",34.4,"Household","Résidentiel","-","-",68.8,"Yes","Oui","Adaptive","Adaptif",76.45,0.5,13484.8
12602097,"GE","WCVH4800****",122,"Front-loading standard","Ordinaire à chargement frontal",35.224,"Household","Résidentiel","-","-",62.9,"Yes","Oui","Adaptive","Adaptif",76.6,0.56,13807.808
12602098,"GE","GFWN1100H***",120,"Front-loading standard","Ordinaire à chargement frontal",39.456,"Household","Résidentiel","-","-",101.17,"No","Non","Adaptive","Adaptif",85.8,0.39,15466.752
12602099,"GE","GFWH1200H***",130,"Front-loading standard","Ordinaire à chargement frontal",39.456,"Household","Résidentiel","-","-",101.17,"Yes","Oui","Adaptive","Adaptif",83.2,0.39,15466.752
12602100,"GE","GFWS1700H***",174,"Front-loading standard","Ordinaire à chargement frontal",42.746,"Household","Résidentiel","-","-",122.13,"Yes","Oui","Adaptive","Adaptif",86.2,0.35,16756.432
12602101,"GE","GFWS1705H***",174,"Front-loading standard","Ordinaire à chargement frontal",42.746,"Household","Résidentiel","-","-",122.13,"Yes","Oui","Adaptive","Adaptif",86.2,0.35,16756.432
12772174,"Whirlpool","WFC7500V*+",85,"Top-loading standard","Ordinaire à chargement par le haut",44.736,"Household","Résidentiel","-","-",55.78,"No","Non","Adaptive","Adaptif",56.635,0.802,17536.512
12772175,"Maytag","MHWC7500Y*+",85,"Top-loading standard","Ordinaire à chargement par le haut",44.736,"Household","Résidentiel","-","-",55.78,"No","Non","Adaptive","Adaptif",56.635,0.802,17536.512
12772385,"Frigidaire","FFFS5115***",133,"Front-loading standard","Ordinaire à chargement frontal",42.432,"Household","Résidentiel","-","-",108.8,"Yes","Oui","Adaptive","Adaptif",82.47,0.39,16633.344
12772386,"Frigidaire","FFFW5100***",117,"Front-loading standard","Ordinaire à chargement frontal",43.64,"Household","Résidentiel","-","-",109.1,"No","Non","Adaptive","Adaptif",84.79,0.4,17106.88
12772387,"Crosley","CFW7400***",117,"Front-loading standard","Ordinaire à chargement frontal",43.64,"Household","Résidentiel","-","-",109.1,"No","Non","Adaptive","Adaptif",84.79,0.4,17106.88
12772388,"Frigidaire","FFFW5000***",117,"Front-loading standard","Ordinaire à chargement frontal",43.64,"Household","Résidentiel","-","-",109.1,"No","Non","Adaptive","Adaptif",84.79,0.4,17106.88
12772389,"Kenmore","970L4845****",117,"Front-loading standard","Ordinaire à chargement frontal",43.64,"Household","Résidentiel","-","-",109.1,"No","Non","Adaptive","Adaptif",84.79,0.4,17106.88
12772390,"Kenmore","970L4842****",117,"Front-loading standard","Ordinaire à chargement frontal",43.64,"Household","Résidentiel","-","-",109.1,"No","Non","Adaptive","Adaptif",84.79,0.4,17106.88
12772391,"Electrolux","EIFLS60****",143,"Front-loading standard","Ordinaire à chargement frontal",60.6,"Household","Résidentiel","-","-",121.2,"Yes","Oui","Adaptive","Adaptif",74.96,0.5,23755.2
12772394,"Frigidaire","FFLG2022***",239,"Top-loading standard","Ordinaire à chargement par le haut",82.08,"Household","Résidentiel","-","-",86.4,"No","Non","Adaptive","Adaptif",45.52,0.95,32175.36
12772395,"Frigidaire","FAHE1011***",169,"Top-loading standard","Ordinaire à chargement par le haut",71.904,"Household","Résidentiel","-","-",85.6,"No","Non","Adaptive","Adaptif",51.49,0.84,28186.368
12772882,"Fisher & Paykel","WA3927G*",147,"Top-loading standard","Ordinaire à chargement par le haut",87.2,"Household","Résidentiel","-","-",109,"Yes","Oui","Manual or adaptive","Manuel ou adaptif",48.23,0.8,34182.4
12879582,"Ariston","ARWXF129WNA.1",96,"Front-loading standard","Ordinaire à chargement frontal",26.801,"Household","Résidentiel","-","-",51.54,"No","Non","Adaptive","Adaptif",73.5,0.52,10505.992
12879583,"Ariston","ARWL129NA.1",96,"Front-loading standard","Ordinaire à chargement frontal",26.801,"Household","Résidentiel","-","-",51.54,"No","Non","Adaptive","Adaptif",73.5,0.52,10505.992
12879584,"Ariston","ARWL129SNA.1",96,"Front-loading standard","Ordinaire à chargement frontal",26.801,"Household","Résidentiel","-","-",51.54,"No","Non","Adaptive","Adaptif",73.5,0.52,10505.992
12988341,"Frigidaire","FFTW1001***",421,"Front-loading standard","Ordinaire à chargement frontal",108.367,"Household","Résidentiel","-","-",95.9,"No","Non","Adaptive","Adaptif",42.78,1.13,42479.864
12988343,"Whirlpool","WTW4850B**",165,"Top-loading standard","Ordinaire à chargement par le haut",129.819,"Household","Résidentiel","-","-",102.22,"No","Non","Adaptive","Adaptif",35.68,1.27,50889.048
12988344,"Maytag","2210*31*",161,"Top-loading standard","Ordinaire à chargement par le haut",129.819,"Household","Résidentiel","-","-",102.22,"No","Non","Adaptive","Adaptif",35.68,1.27,50889.048
12988345,"Whirlpool","WTW8700E**",261,"Top-loading standard","Ordinaire à chargement par le haut",123.043,"Household","Résidentiel","-","-",153.42,"No","Non","Adaptive","Adaptif",56.635,0.802,48232.856
13201537,"LG","WT1301C*",160,"Top-loading standard","Ordinaire à chargement par le haut",63.632,"Household","Résidentiel","-","-",128.55,"No","Non","Adaptive","Adaptif",67.394,0.495,24943.744
13201541,"Bosch","WAT28400UC",110.77,"Front-loading standard","Ordinaire à chargement frontal",29.357,"Household","Résidentiel","-","-",61.16,"Yes","Oui","Adaptive","Adaptif",78.39,0.48,11507.944
13201542,"Bosch","WAT28401UC",110.77,"Front-loading standard","Ordinaire à chargement frontal",29.357,"Household","Résidentiel","-","-",61.16,"Yes","Oui","Adaptive","Adaptif",78.39,0.48,11507.944
13201543,"Bosch","WAT28402UC",110.77,"Front-loading standard","Ordinaire à chargement frontal",29.357,"Household","Résidentiel","-","-",61.16,"Yes","Oui","Adaptive","Adaptif",78.39,0.48,11507.944
13201817,"Haier","HLP24E",271,"Top-loading compact","Compacte à chargement par le haut",48.025,"Household","Résidentiel","-","-",42.5,"No","Non","Manual","Manuel",34,1.13,18825.8
13201818,"Haier","HLP21N",214,"Top-loading compact","Compacte à chargement par le haut",46.92,"Household","Résidentiel","-","-",27.6,"No","Non","Manual","Manuel",29.5,1.7,18392.64
13202964,"Haier","HLTW500AXW",144,"Top-loading standard","Ordinaire à chargement par le haut",51.887,"Household","Résidentiel","-","-",97.9,"No","Non","Adaptive","Adaptif",115,0.53,20339.704
13229152,"Electrolux","EIFLS55****",143,"Front-loading standard","Ordinaire à chargement frontal",59.5,"Household","Résidentiel","-","-",119,"Yes","Oui","Adaptive","Adaptif",74.96,0.5,23324
13229153,"Electrolux","EIFLW50****",143,"Front-loading standard","Ordinaire à chargement frontal",59.6,"Household","Résidentiel","-","-",119.2,"Yes","Oui","Adaptive","Adaptif",74.96,0.5,23363.2
13232962,"Frigidaire","FAHE4045***",234,"Top-loading standard","Ordinaire à chargement par le haut",96.096,"Household","Résidentiel","-","-",85.8,"No","Non","Manual or adaptive","Manuel ou adaptif",49.83,1.12,37669.632
13347835,"Inglis","ITW4671E**",190,"Top-loading standard","Ordinaire à chargement par le haut",131.623,"Household","Résidentiel","-","-",103.64,"No","Non","Adaptive","Adaptif",35.68,1.27,51596.216
13347836,"Inglis","ITW4771E**",190,"Top-loading standard","Ordinaire à chargement par le haut",131.623,"Household","Résidentiel","-","-",103.64,"No","Non","Adaptive","Adaptif",35.68,1.27,51596.216
13347837,"Inglis","ITW4971E**",210,"Top-loading standard","Ordinaire à chargement par le haut",134.493,"Household","Résidentiel","-","-",105.9,"No","Non","Adaptive","Adaptif",35.68,1.27,52721.256
13347840,"GE","GTW860S*J***",148,"Top-loading standard","Ordinaire à chargement par le haut",71.9,"Household","Résidentiel","-","-",143.8,"No","Non","Adaptive","Adaptif",94.25,0.5,28184.8
13347841,"GE","GTW810S*J***",148,"Top-loading standard","Ordinaire à chargement par le haut",71.9,"Household","Résidentiel","-","-",143.8,"No","Non","Adaptive","Adaptif",94.25,0.5,28184.8
13347845,"Blomberg","WM98400SX",82,"Front-loading standard","Ordinaire à chargement frontal",34.966,"Household","Résidentiel","-","-",71.36,"Yes","Oui","Adaptive","Adaptif",65.98,0.49,13706.672
13347846,"Blomberg","WM98200SX",82,"Front-loading standard","Ordinaire à chargement frontal",34.966,"Household","Résidentiel","-","-",71.36,"Yes","Oui","Adaptive","Adaptif",65.98,0.49,13706.672
13347847,"Beko","WMY10148C0",82,"Front-loading standard","Ordinaire à chargement frontal",34.966,"Household","Résidentiel","-","-",71.36,"Yes","Oui","Adaptive","Adaptif",65.98,0.49,13706.672
13347848,"Beko","WMY10148W0",82,"Front-loading standard","Ordinaire à chargement frontal",34.966,"Household","Résidentiel","-","-",71.36,"Yes","Oui","Adaptive","Adaptif",65.98,0.49,13706.672
13347849,"Blomberg","WM77120",67,"Front-loading compact","Compacte à chargement frontal",25.953,"Household","Résidentiel","-","-",55.22,"Yes","Oui","Adaptive","Adaptif",59.75,0.47,10173.576
13347850,"Beko","WTE7604XLW0",67,"Front-loading standard","Ordinaire à chargement frontal",25.953,"Household","Résidentiel","-","-",55.22,"Yes","Oui","Adaptive","Adaptif",59.75,0.47,10173.576
13547429,"GE","GFWN1600J***",126,"Front-loading standard","Ordinaire à chargement frontal",51.156,"Household","Résidentiel","-","-",121.8,"Yes","Oui","Adaptive","Adaptif",78.7,0.42,20053.152
13967862,"Haier","HLPW028AXW",176,"Top-loading standard","Ordinaire à chargement par le haut",68.88,"Household","Résidentiel","-","-",61.5,"No","Non","Manual","Manuel",50,1.12,27000.96
14082095,"GE","GFWN1300J***",109,"Front-loading standard","Ordinaire à chargement frontal",55.488,"Household","Résidentiel","-","-",115.6,"No","Non","Adaptive","Adaptif",87.05,0.48,21751.296
14082101,"Samsung","WF36J40**A*",94,"Front-loading standard","Ordinaire à chargement frontal",40.328,"Household","Résidentiel","-","-",100.82,"Yes","Oui","Adaptive","Adaptif",88.61,0.4,15808.576
